called_number,attempts,unique_src
104200442037699931,1,1
10421232137505,1,1
104214063890227,1,1
104401197223802534,1,1
104414063890227,1,1
104442039966818,1,1
1044442039966818,1,1
9390011218935479853,1,1
939001197223802532,1,1
939001197223802534,1,1
104601197223802532,1,1
94000000011218935479853,1,1
104614063890227,1,1
1046442039966818,1,1
104400442037699931,1,1
1044011218935479853,1,1
104401197223802532,1,1
940000000001197223802532,1,1
940000000001197223802534,1,1
940000000011218935479853,1,1
94000000001197223802532,1,1
94000000001197223802534,1,1
104601197223802534,1,1
940000001197223802534,1,1
940000011218935479853,1,1
94000001197223802532,1,1
104000001197223802534,1,1
104000011218935479853,1,1
10400001197223802532,1,1
10400001197223802534,1,1
10400011218935479853,1,1
1040001197223802532,1,1
104101,1,1
10400000001197223802534,1,1
10400000011218935479853,1,1
1040000001197223802532,1,1
1040000001197223802534,1,1
1040000011218935479853,1,1
104000001197223802532,1,1
94011218935479853,1,1
9401133756758573,1,1
9401197223802529,1,1
9401197223802532,1,1
10400000001197223802532,1,1
1041011218935479853,1,1
104101197223802532,1,1
104101197223802534,1,1
104102,1,1
940001197223802534,1,1
94000442039962635,1,1
940001197223802532,1,1
104011218935479853,1,1
10401197223802529,1,1
10401197223802532,1,1
940000001197223802532,1,1
104014063890227,1,1
1040442039966818,1,1
94000001197223802534,1,1
94000011218935479853,1,1
9400001197223802532,1,1
9400001197223802534,1,1
940000442039966818,1,1
9400011218935479853,1,1
9400000001197223802534,1,1
9400000011218935479853,1,1
10401197223802534,1,1
107900442037699931,1,1
1079011218935479853,1,1
93+12548044505,1,1
9300000000011218935479853,1,1
930000000001197223802532,1,1
930000000001197223802534,1,1
930000000011218935479853,1,1
1075011218935479853,1,1
107501197223802532,1,1
106000001197223802532,1,1
107514063890227,1,1
92914063890227,1,1
929442039966818,1,1
107400442037699931,1,1
1074011218935479853,1,1
107401197223802532,1,1
107401197223802534,1,1
107414063890227,1,1
107442039966818,1,1
1074442039966818,1,1
107501197223802534,1,1
107614063890227,1,1
1076442039966818,1,1
92814063890227,1,1
928442039966818,1,1
92900442037699931,1,1
92900442039962635,1,1
92900442039966818,1,1
929011218935479853,1,1
92901197223802532,1,1
107901197223802532,1,1
1078442039966818,1,1
10791079,1,1
107914063890227,1,1
1079442039966818,1,1
9281033756758573,1,1
92812548044505,1,1
107800442037699931,1,1
1078011218935479853,1,1
107801197223802532,1,1
107801197223802534,1,1
107814063890227,1,1
107901197223802534,1,1
930000001197223802532,1,1
930000001197223802534,1,1
930000011218935479853,1,1
93000001197223802532,1,1
93000001197223802534,1,1
93000011218935479853,1,1
93000000001197223802532,1,1
93000000001197223802534,1,1
93000000011218935479853,1,1
107500442037699931,1,1
9300000001197223802534,1,1
9300000011218935479853,1,1
93014063890227,1,1
9303300442039966818,1,1
107100442037699931,1,1
1071011218935479853,1,1
107101197223802532,1,1
107101197223802534,1,1
9300442039962635,1,1
9300442039966818,1,1
9300000001197223802532,1,1
107700442037699931,1,1
1077011218935479853,1,1
107701197223802532,1,1
107701197223802534,1,1
107714063890227,1,1
1077442039966818,1,1
1073442039966818,1,1
10714063890227,1,1
1071442039966818,1,1
10715612571360,1,1
93000442037699931,1,1
107200442037699931,1,1
1072011218935479853,1,1
107201197223802532,1,1
107201197223802534,1,1
9300001197223802532,1,1
9300001197223802534,1,1
930000442039966818,1,1
9300011218935479853,1,1
930001197223802532,1,1
930001197223802534,1,1
107198,1,1
108401197223802534,1,1
108414063890227,1,1
108442039966818,1,1
1084442039966818,1,1
108101197223802534,1,1
108102,1,1
108103,1,1
1081033756758573,1,1
108104,1,1
107601197223802534,1,1
927442039966818,1,1
10801197223802534,1,1
108014063890227,1,1
1080442039966818,1,1
108100442037699931,1,1
108101,1,1
1081011218935479853,1,1
108101197223802532,1,1
92714063890227,1,1
108001197223802534,1,1
108105,1,1
108195,1,1
108196,1,1
108197,1,1
108198,1,1
108106,1,1
108107,1,1
108109,1,1
108110,1,1
108114,1,1
108114063890227,1,1
108401197223802532,1,1
92614063890227,1,1
926442039966818,1,1
92700442037699931,1,1
92700442039962635,1,1
92700442039966818,1,1
927011218935479853,1,1
92701197223802532,1,1
1083442039966818,1,1
108400442037699931,1,1
1084011218935479853,1,1
108115,1,1
108000000001197223802534,1,1
108000000011218935479853,1,1
10800000001197223802532,1,1
10800000001197223802534,1,1
10800000011218935479853,1,1
1080000001197223802532,1,1
1080000001197223802534,1,1
92800442037699931,1,1
92800442039962635,1,1
10800442039962635,1,1
928011218935479853,1,1
92801197223802532,1,1
92801197223802534,1,1
1080000000011218935479853,1,1
108000000001197223802532,1,1
92901197223802534,1,1
1075442039966818,1,1
107600442037699931,1,1
1076011218935479853,1,1
107601197223802532,1,1
92800442039966818,1,1
108011218935479853,1,1
10801197223802529,1,1
10801197223802532,1,1
108200442037699931,1,1
1082011218935479853,1,1
108201197223802532,1,1
108201197223802534,1,1
108214063890227,1,1
1082442039966818,1,1
92701197223802534,1,1
10800001197223802534,1,1
1080001197223802532,1,1
1080001197223802534,1,1
108000442037699931,1,1
1080011218935479853,1,1
108001197223802532,1,1
1080000011218935479853,1,1
108000001197223802532,1,1
108000001197223802534,1,1
108000011218935479853,1,1
10800001197223802532,1,1
10800011218935479853,1,1
106200442037699931,1,1
1062011218935479853,1,1
106201197223802532,1,1
106442039966818,1,1
1064442039966818,1,1
93300442039966818,1,1
933011218935479853,1,1
93301197223802532,1,1
93301197223802534,1,1
93011218935479853,1,1
106314063890227,1,1
10633756758573,1,1
1063442039966818,1,1
106400442037699931,1,1
1064011218935479853,1,1
106401197223802532,1,1
106401197223802534,1,1
106414063890227,1,1
106601197223802534,1,1
106614063890227,1,1
9330300442039966818,1,1
106500442037699931,1,1
106814063890227,1,1
1068442039966818,1,1
106900442037699931,1,1
1069011218935479853,1,1
106901197223802532,1,1
93200442039962635,1,1
93200442039966818,1,1
932011218935479853,1,1
106701197223802532,1,1
106198,1,1
106714063890227,1,1
1067442039966818,1,1
106800442037699931,1,1
1068011218935479853,1,1
106801197223802532,1,1
106801197223802534,1,1
93314063890227,1,1
933442039966818,1,1
9339442039966818,1,1
106197,1,1
106701197223802534,1,1
93400442037699931,1,1
93400442039962635,1,1
106201197223802534,1,1
106214063890227,1,1
10615612571360,1,1
10614063890227,1,1
1061442039966818,1,1
106101197223802534,1,1
106114063890227,1,1
1066442039966818,1,1
10600001197223802532,1,1
10600001197223802534,1,1
10600011218935479853,1,1
1060001197223802532,1,1
1060001197223802534,1,1
10600000001197223802534,1,1
10600000011218935479853,1,1
1060000001197223802532,1,1
1060000001197223802534,1,1
1060000011218935479853,1,1
106000011218935479853,1,1
1062442039966818,1,1
106300442037699931,1,1
1063011218935479853,1,1
106301197223802532,1,1
106301197223802534,1,1
1060011218935479853,1,1
106001197223802532,1,1
106001197223802534,1,1
10600442039962635,1,1
106011218935479853,1,1
1060442039966818,1,1
93400442039966818,1,1
934011218935479853,1,1
93401197223802532,1,1
93401197223802534,1,1
93414063890227,1,1
934442039966818,1,1
106100442037699931,1,1
1061011218935479853,1,1
106101197223802532,1,1
106033756758573,1,1
10601197223802529,1,1
93100442039966818,1,1
931011218935479853,1,1
93101197223802532,1,1
93101197223802534,1,1
93112548044505,1,1
93114063890227,1,1
1070001197223802532,1,1
1070001197223802534,1,1
1070442039966818,1,1
93300442039962635,1,1
930901197223802532,1,1
930901197223802534,1,1
93100442037699931,1,1
93100442039962635,1,1
107102,1,1
107103,1,1
107104,1,1
107105,1,1
107107,1,1
107114063890227,1,1
9309011218935479853,1,1
9301133756758573,1,1
9301197223802529,1,1
9301197223802532,1,1
9301197223802534,1,1
10733756758573,1,1
93000442039962635,1,1
93000442039966818,1,1
930011218935479853,1,1
93001197223802532,1,1
93001197223802534,1,1
10700442039962635,1,1
1072442039966818,1,1
107300442037699931,1,1
1073011218935479853,1,1
107301197223802532,1,1
107301197223802534,1,1
107314063890227,1,1
107000442037699931,1,1
1070011218935479853,1,1
107001197223802532,1,1
107001197223802534,1,1
107214063890227,1,1
10701197223802532,1,1
10701197223802534,1,1
107014063890227,1,1
9313522510081,1,1
9314063890227,1,1
931442039966818,1,1
1065011218935479853,1,1
106501197223802532,1,1
106501197223802534,1,1
1071234,1,1
1065442039966818,1,1
106600442037699931,1,1
1066011218935479853,1,1
106601197223802532,1,1
93201197223802532,1,1
93201197223802534,1,1
93212548044505,1,1
93214063890227,1,1
932442039966818,1,1
93300442037699931,1,1
106514063890227,1,1
107000011218935479853,1,1
10700001197223802532,1,1
10700001197223802534,1,1
10700011218935479853,1,1
106700442037699931,1,1
1067011218935479853,1,1
10700000001197223802534,1,1
10700000011218935479853,1,1
1070000001197223802532,1,1
1070000001197223802534,1,1
10701197223802529,1,1
107000001197223802532,1,1
107000001197223802534,1,1
9319412013010,1,1
93200442037699931,1,1
106901197223802534,1,1
106914063890227,1,1
1069442039966818,1,1
107000000011218935479853,1,1
10700000001197223802532,1,1
107011218935479853,1,1
1070000011218935479853,1,1
1011218935479853,1,1
10112548044505,1,1
10114063890227,1,1
1011421232137505,1,1
1011442039966818,1,1
10115612571360,1,1
95000000001197223802534,1,1
95000000011218935479853,1,1
9500000001197223802532,1,1
9413522510081,1,1
9500000011218935479853,1,1
950000001197223802532,1,1
94?¢â‚¬?yY,1,1
95+12548044505,1,1
9500000000011218935479853,1,1
950000000001197223802532,1,1
950000000001197223802534,1,1
950000000011218935479853,1,1
95000000001197223802532,1,1
10101197223802529,1,1
9500000001197223802534,1,1
1011*97223802532,1,1
1011*97223802534,1,1
1011.33553078771,1,1
101100442037699931,1,1
1011011218935479853,1,1
101101197223802532,1,1
94901197223802534,1,1
94912548044505,1,1
94914063890227,1,1
101114063890227,1,1
1010900442039966818,1,1
1011**218935479853,1,1
1011**97223802532,1,1
101197223802529,1,1
101197223802532,1,1
94900442037699931,1,1
94900442039962635,1,1
94900442039966818,1,1
949011218935479853,1,1
94901197223802532,1,1
949442039966818,1,1
95001197223802532,1,1
95001197223802534,1,1
95002,1,1
95003,1,1
950033756758573,1,1
9500001197223802534,1,1
950000442039966818,1,1
9500011218935479853,1,1
950001197223802532,1,1
10101197223802532,1,1
95000442039962635,1,1
95000442039966818,1,1
950000001197223802534,1,1
950000011218935479853,1,1
95000001197223802532,1,1
95000001197223802534,1,1
95000011218935479853,1,1
9500001197223802532,1,1
95010,1,1
95011,1,1
950001197223802534,1,1
10101197223802534,1,1
101012,1,1
101014063890227,1,1
1010442039966756,1,1
1010442039966818,1,1
101101197223802534,1,1
1010100033644651584,1,1
10101001133553078771,1,1
1010100442039966818,1,1
101010101010,1,1
950011218935479853,1,1
101011218935479853,1,1
10101133553078771,1,1
95004,1,1
1010000011218935479853,1,1
101000001197223802532,1,1
101000001197223802534,1,1
101000011218935479853,1,1
10100001197223802532,1,1
10100001197223802534,1,1
95001,1,1
10101055510033756758573,1,1
1019011218935479853,1,1
101501197223802534,1,1
101510033756758573,1,1
101514063890227,1,1
101533756758573,1,1
1015442039966818,1,1
1013442039966818,1,1
101400442037699931,1,1
94701197223802532,1,1
1011*218935479853,1,1
94712548044505,1,1
94714063890227,1,1
947442039966818,1,1
101500442037699931,1,1
1015011218935479853,1,1
101501197223802532,1,1
101700442037699931,1,1
1017011218935479853,1,1
101701197223802532,1,1
101701197223802534,1,1
94701197223802534,1,1
101801197223802532,1,1
101801197223802534,1,1
101814063890227,1,1
94600442037699931,1,1
94600442039962635,1,1
94600442039966818,1,1
946011218935479853,1,1
94601197223802532,1,1
94601197223802534,1,1
94614063890227,1,1
101900442037699931,1,1
101901197223802534,1,1
1019103385022,1,1
101914063890227,1,1
1019442039966818,1,1
94581,1,1
10200011218935479853,1,1
1020001197223802532,1,1
1020001197223802534,1,1
102000442037699931,1,1
1018632018802,1,1
101901197223802532,1,1
94814063890227,1,1
948442039966818,1,1
101197223802534,1,1
101300442037699931,1,1
1013011218935479853,1,1
101301197223802532,1,1
101301197223802534,1,1
101314063890227,1,1
94800442037699931,1,1
94700442037699931,1,1
94800442039966818,1,1
1014011218935479853,1,1
101401197223802532,1,1
101401197223802534,1,1
1014063890227,1,1
101414063890227,1,1
101442039966818,1,1
1014442039966818,1,1
1012442039966818,1,1
1011**97223802534,1,1
94800442039962635,1,1
94700442039962635,1,1
94700442039966818,1,1
947011218935479853,1,1
1018442039966818,1,1
101600442037699931,1,1
1016011218935479853,1,1
101601197223802532,1,1
101601197223802534,1,1
101614063890227,1,1
1016442039966818,1,1
94812548044505,1,1
1012011218935479853,1,1
101201197223802532,1,1
101201197223802534,1,1
101214063890227,1,1
1012160033756758573,1,1
101233756758573,1,1
1011133756758573,1,1
948011218935479853,1,1
94801197223802532,1,1
94801197223802534,1,1
101200442037699931,1,1
95058,1,1
95061,1,1
95062,1,1
95068,1,1
95069,1,1
951033756758573,1,1
95104,1,1
10070033756758573,1,1
100700442037699931,1,1
95011218935479853,1,1
100701197223802532,1,1
100701197223802534,1,1
1006442039966818,1,1
95100442039962635,1,1
95100442039966818,1,1
95101,1,1
951011218935479853,1,1
95101197223802532,1,1
95101197223802534,1,1
95102,1,1
1007011218935479853,1,1
100901197223802532,1,1
100901197223802534,1,1
100800442037699931,1,1
1008011218935479853,1,1
95082,1,1
95083,1,1
95084,1,1
95085,1,1
95086,1,1
100814063890227,1,1
95056,1,1
1008442039966818,1,1
95070,1,1
95071,1,1
95072,1,1
95073,1,1
95075,1,1
95077,1,1
95078,1,1
95055,1,1
9505500442039966818,1,1
100833756758573,1,1
95114063890227,1,1
95115,1,1
95119,1,1
95121,1,1
1006033756758573,1,1
1005442039966818,1,1
95105,1,1
9510510500442039966818,1,1
95106,1,1
95103,1,1
95111,1,1
100614063890227,1,1
100633756758573,1,1
100600442037699931,1,1
1006011218935479853,1,1
100601197223802532,1,1
100601197223802534,1,1
95161,1,1
95162,1,1
95163,1,1
95107,1,1
95087,1,1
9509011218935479853,1,1
950901197223802532,1,1
950901197223802534,1,1
95091,1,1
95100442037699931,1,1
100801197223802532,1,1
100801197223802534,1,1
100733756758573,1,1
1007421232137505,1,1
95114,1,1
100714063890227,1,1
95122,1,1
95124,1,1
95125,1,1
100512548044505,1,1
100513862893067,1,1
100514063890227,1,1
100500442037699931,1,1
95112,1,1
95113,1,1
1007442039966818,1,1
101000442037699931,1,1
10100000011218935479853,1,1
1010000001197223802532,1,1
1010000001197223802534,1,1
100914063890227,1,1
100933756758573,1,1
100qwe,1,1
100zxc,1,1
1010000000011218935479853,1,1
1009011218935479853,1,1
101000000001197223802534,1,1
101000000011218935479853,1,1
10100000001197223802532,1,1
10100000001197223802534,1,1
95020,1,1
95021,1,1
95022,1,1
95023,1,1
95024,1,1
100asd,1,1
101000000001197223802532,1,1
9501197223802529,1,1
9501197223802532,1,1
9501197223802534,1,1
95012,1,1
9500421232137505,1,1
9500442039962635,1,1
95006,1,1
95007,1,1
95008,1,1
95009,1,1
10100033644651584,1,1
101001133553078771,1,1
101001197223802532,1,1
101001197223802534,1,1
1010033756758573,1,1
10100442039962635,1,1
1010100014692423620,1,1
10100011218935479853,1,1
1010001197223802532,1,1
1010001197223802534,1,1
10100014692423620,1,1
1010011218935479853,1,1
95045,1,1
95046,1,1
95031,1,1
95032,1,1
95033,1,1
95034,1,1
95035,1,1
95036,1,1
95037,1,1
100pass,1,1
1009421232137505,1,1
1009442039966818,1,1
100abc,1,1
100abcd,1,1
95027,1,1
95028,1,1
95029,1,1
95030,1,1
100900442037699931,1,1
1009010,1,1
95038,1,1
100password,1,1
95013,1,1
95014,1,1
95014063890227,1,1
95015,1,1
95016,1,1
95017,1,1
95018,1,1
95047,1,1
95048,1,1
95044,1,1
95050200442039966818,1,1
95050900442039966818,1,1
95051,1,1
95052,1,1
95053,1,1
95039,1,1
95040,1,1
95041,1,1
95042,1,1
95043,1,1
95049,1,1
94292,1,1
94295,1,1
94296,1,1
1027442039966818,1,1
102800442037699931,1,1
102901197223802532,1,1
102901197223802534,1,1
102914063890227,1,1
1029442039966818,1,1
1018011218935479853,1,1
94281,1,1
94282,1,1
1030100033756758573,1,1
103010014510033756758573,1,1
10301019150000033756758573,1,1
103010319150000033756758573,1,1
103011218935479853,1,1
102900442037699931,1,1
1029011218935479853,1,1
1026442039966818,1,1
103000000011218935479853,1,1
10300000011218935479853,1,1
1030000001197223802532,1,1
1030000001197223802534,1,1
1030000011218935479853,1,1
103000001197223802532,1,1
103101197223802534,1,1
103102,1,1
103103103,1,1
103104,1,1
942442039966818,1,1
94291,1,1
1028011218935479853,1,1
102801197223802532,1,1
102801197223802534,1,1
102814063890227,1,1
1028442039966818,1,1
94297,1,1
94298,1,1
94300442037699931,1,1
94283,1,1
94290,1,1
94252,1,1
943011218935479853,1,1
94301197223802532,1,1
94301197223802534,1,1
94303,1,1
94305,1,1
94306,1,1
94379,1,1
94380,1,1
94381,1,1
102700442037699931,1,1
102314063890227,1,1
1023442039966818,1,1
102400442037699931,1,1
1024011218935479853,1,1
94363,1,1
94364,1,1
94366,1,1
94367,1,1
94368,1,1
94374,1,1
94387,1,1
1027011218935479853,1,1
102701197223802532,1,1
102701197223802534,1,1
102714063890227,1,1
102500442037699931,1,1
94326,1,1
94327,1,1
94329,1,1
102600442037699931,1,1
1026011218935479853,1,1
94300442039966818,1,1
102601197223802534,1,1
102614063890227,1,1
94307,1,1
94310,1,1
94312,1,1
94313,1,1
94314,1,1
94314063890227,1,1
94317,1,1
94300442039962635,1,1
102601197223802532,1,1
103108,1,1
103109,1,1
103110,1,1
103111,1,1
103113,1,1
94198,1,1
94199,1,1
94200442037699931,1,1
94200442039962635,1,1
10300000001197223802534,1,1
94201,1,1
942011218935479853,1,1
94201197223802532,1,1
103201197223802532,1,1
103201197223802534,1,1
103214063890227,1,1
1032442039966818,1,1
103300442037699931,1,1
9419412013010,1,1
94197,1,1
94200442039966818,1,1
94136,1,1
94140,1,1
9414063890227,1,1
94141,1,1
1035011218935479853,1,1
103501197223802532,1,1
103501197223802534,1,1
103514063890227,1,1
1035442039966818,1,1
94127,1,1
103107,1,1
94131,1,1
103114,1,1
103114063890227,1,1
103115,1,1
103116,1,1
103117,1,1
10314063890227,1,1
1031442039966818,1,1
103105,1,1
103106,1,1
94130,1,1
103195,1,1
103196,1,1
103197,1,1
103198,1,1
103199,1,1
94201197223802534,1,1
94203,1,1
1030001197223802534,1,1
103000442037699931,1,1
103014063890227,1,1
103001197223802532,1,1
103001197223802534,1,1
10300442039962635,1,1
103000001197223802534,1,1
103000011218935479853,1,1
10300001197223802532,1,1
10300001197223802534,1,1
10300011218935479853,1,1
1030001197223802532,1,1
10300000001197223802532,1,1
1030011218935479853,1,1
103033756758573,1,1
1030442039966818,1,1
103100442037699931,1,1
103101,1,1
1031011218935479853,1,1
